6950.16,6953.38,7622.88,7620.68,12979.94,13065.46,5339.42,5367.7,22783.98,22912.05,29863.71,29684.79,2467.49,2439.31,6314.05,6282.44,3296.38,3272.29,10477.9,10498.2,10479,10498.5
6939.34,6941.45,7620.68,7592.66,13070.02,13070.19,5368.84,5359.82,22911.21,22854.39,29597.66,29632.97,2436.67,2420.86,6277.16,6214.26,3275.78,3302.46,10490.75,10531.05,10493.5,10527
6959.96,6958.02,7592.66,7603.98,13072.79,13076.76,5364.72,5371,22902.76,22850.73,29578.01,29505.05,2440.54,2437.59,6221.01,6181.86,3297.06,3297.69,10493,10457.3,10501,10449.5
6965.36,6972.88,7603.98,7525.22,13109.74,13065.79,5385.97,5332.39,22866.1,22852.01,29367.06,29209.64,2429.83,2471.34,6183.39,6129.53,3300.06,3281.12,10440.3,10473.95,10454.5,10494
6960.96,6991.26,7525.22,7544.09,13069.17,13244.27,5352.77,5377.92,22891.72,22834.93,29234.09,29199.29,2472.37,2473.82,6109.48,6165.6,3287.61,3296.74,10444.2,10494.4,10468,10469
6963.85,6991.25,7544.09,7537.01,13215.79,13314.73,5382.91,5409.65,22868,22961.47,29253.66,29193.74,2478.53,2487.83,6167.67,6113.09,3296.54,3266.02,10463.2,10414.8,10469,10393
6994.76,6980.4,7537.01,7490.57,13312.3,13211.63,5420.58,5386.4,22901.77,22770.44,29050.41,28923.53,2481.88,2488.83,6133.96,6111.68,3267.92,3268.03,10388.75,10263.1,10400.5,10342
6936.58,6871.55,7490.57,7448.12,13103.56,13027.84,5349.3,5340.34,22553.22,22621.36,28848.11,29000.11,2482.07,2488.39,6119.42,6098.84,3266.14,3287.53,10333.25,10345.65,10362,10282
6856.53,6887.39,7448.12,7496.51,13068.08,13107.11,5357.14,5392,22694.45,22699.3,29166.38,29335.76,2469.48,2486.57,6113.65,6065.31,3292.44,3302.93,10252.1,10229.3,10288.5,10229
6875.8,6880.41,7496.51,7500.41,13125.64,13148.52,5399.45,5415.32,22758.07,22879.27,29222.1,28856.78,2480.55,2462.42,6054.6,6027.44,3303.04,3278.4,10192.95,10236.6,10221.5,10246
6862.32,6872.72,7500.41,7453.48,13183.53,13131.41,5427.19,5394.93,22866.17,22936.41,28793.88,28972.74,2461,2471.23,6032.37,6038.43,3280.81,3320.31,10240.15,10324.9,10256.5,10350
6875.08,6847.64,7453.48,7393.96,13123.65,13181.85,5386.83,5411.71,22938.73,22894.3,28965.29,28645.41,2471.49,2467.81,6026.63,6043.35,3322.2,3290.49,10322.25,10310.5,10346,10288
6840.08,6859.94,7393.96,7320.75,13153.7,13146.82,5399.09,5411.91,22811.08,22627.95,28639.85,28400.01,2464,2470.09,6030.96,6017.96,3289.99,3264.48,10265.65,10198.45,10289.5,10208.5
6812.84,6785.74,7320.75,7348.03,13045.15,13026.3,5383.86,5374.57,22498.03,22317.15,28303.19,28366.14,2461.98,2479.55,6006.84,6032.05,3272.05,3283.28,10166.7,10063.45,10201.5,10076.5
6776.38,6742.07,7348.03,7327.5,12998.85,12897.43,5374.35,5333.32,22177.04,22525.38,28224.8,28850.36,2474.37,2510.19,6035.51,6002.54,3293.96,3291.31,10044.1,10088.8,10072,10136.5
6762.21,6759.14,7327.5,7338.97,13048.54,13056.82,5375.53,5382.23,22622.38,22595.33,28842.8,28898.58,2510.12,2490.73,6000.47,6021.09,3303.68,3301.69,10118.25,10118.25,10143.5,10154
6775.37,6897.14,7338.97,7300.49,13058.55,13038.77,5389.29,5363.29,22707.16,22843.53,29138.28,28951.19,2501.67,2486.72,5998.19,6014.06,3309.62,3310.38,10127.75,10175.05,10160.5,10138.5
6873.97,6852.8,7326.67,7393.56,13023.98,13060.56,5372.79,5402.66,22724.96,22601.83,29177.35,29340.27,2476.37,2502.22,5952.14,6053.03,3317.19,3328.64,10226.55,10332.7,10225.5,10370
6824.39,6907.28,7393.56,7460.65,13061.87,13153.74,5398.05,5416.49,22597.2,22613.96,29623.83,29813.94,2512.9,2517.26,6061.37,6066.43,3337.86,3335.57,10361.3,10376.65,10360,10371
6912.36,6893.72,7460.65,7383.9,13059.53,13008.94,5390.48,5366.38,22486.24,22474.74,29680.85,29608.64,2514.19,2512.52,6070.72,6055.1,3333.66,3311.23,10370.25,10387.9,10370,10418
6878.52,6889.91,7383.9,7409.64,13000.2,13036.74,5360.09,5378.96,22495.99,22657.08,29686.19,29857.65,2507.81,2544.74,6064.59,6059.71,3322.23,3346.66,10399.55,10361.05,10417.5,10417.5
6889.16,6878.11,7409.64,7417.24,13059.84,13023.52,5390.46,5374.4,22550.85,22390.14,29866.32,29788.18,2544.33,2539.79,6067.14,6064.67,3353.82,3340.38,10389.7,10366.8,10422.5,10378.5
6867.36,6869.53,7419.02,7411.34,13015.04,13171.36,5352.76,5364.61,22523.15,22601.55,30003.49,30087.19,2540.51,2546.61,6069.78,6039.09,3430.46,3417.33,10342.3,10350.8,10353.5,10361.5
6862.48,6820.55,7411.34,7389.46,13167.54,13042.94,5366.15,5335.84,22416.48,22456.79,29818.07,29369.69,2530.7,2533.85,6031.86,6062.23,3410.5,3382.36,10326.9,10329.25,10356.5,10318.5
6790.71,6789.28,7389.46,7380.68,13058.66,12932.81,5340.45,5311.28,22261.76,22279.98,29260.31,29227.08,2527.67,2536.8,6053.28,6066.75,3392.4,3361.36,10298.75,10287.2,10315,10299
6782.79,6794.45,7380.68,7386.94,12993.73,13051.71,5319.17,5335.85,22396.8,22603.3,29199.04,29214.36,2533.99,2546.05,6051.73,6052.51,3382.91,3392.68,10283.6,10324.55,10302,10260
6793.29,6742.34,7386.94,7372.61,13047.22,13024.39,5336.39,5325.41,22351.12,21975.23,29018.76,28963.77,2534.79,2522.42,6037.91,5985.63,3399.25,3393.19,10214.75,10152.9,10260,10141
6706.21,6700.68,7372.61,7414.42,12976.37,12963.09,5301.25,5301.14,22028.32,22250.98,28851.69,29026.11,2518.25,2525.6,5972.31,6001.92,3402.52,3416.21,10118.05,10171.95,10146,10228.5
6737.87,6733.87,7414.42,7415.18,13033.48,13101.09,5315.58,5345.3,22380.01,22342.93,29152.12,29272.1,2526.64,2532.55,5988.29,6019.11,3429.55,3446.55,10186.6,10223.4,10228,10252
6757.6,6727.39,7415.18,7432.99,13074.42,13150.78,5341.63,5382.65,22380.99,22607.56,29182.18,29058.23,2530.35,2548.27,6021.46,6020.75,3447.84,3435.18,10224.95,10322,10261,10342
6750.94,6736.39,7432.99,7484.1,13127.47,13206.35,5380.72,5405.55,22681.42,22580.7,29120.92,29060.13,2542.95,2541.18,6021.83,6044.28,3432.67,3423.18,10321.75,10304.35,10342,10373.5
6750.05,6737.45,7484.1,7529.72,13182.56,13378.96,5407.75,5470.18,22868.71,22989.44,29136.57,28987.79,2550.57,2559.93,6042.46,6055.55,3427.79,3410.67,10308.95,10358.65,10377,10368
6789.12,6764.85,7529.72,7513.11,13382.42,13404.58,5471.43,5487.53,22913.82,22849.91,28907.6,28950.5,2552.4,2534.48,6049.38,6052.99,3415.46,3409.15,10303.15,10361.95,10359,10405.5
6767.78,6785.44,7513.11,7562.28,13379.27,13517.98,5480.64,5521.75,22937.6,22518.75,28994.34,28715.4,2545.44,2548.3,6060.45,6055.75,3413.57,3389.47,10350.15,10477.15,10411,10484.5
6786.44,6763.3,7562.28,7560.35,13468.79,13459.42,5507.25,5507.07,22548.35,22612.96,28596.8,28616.35,2549.41,2557.29,6050.82,6031.52,3388.17,3369.68,10451.8,10431.75,10479,10485
6714.94,6709.39,7555.32,7487.96,13440.93,13448.52,5510.5,5510.96,22539.12,22512.18,28518.64,28604.95,2546.36,2560.34,6031.11,6052.03,3383.31,3391.65,10423.8,10440.5,10455,10483
6716.53,6758.64,7487.96,7493.08,13465.51,13342.44,5514.29,5524.38,22420.08,22144.92,28594.06,28387.55,2556.47,2535.97,6038.15,6017.04,3395.91,3393.97,10440.5,10390.35,10484.5,10372
6698.96,6693.77,7487.81,7505.03,13229.57,13227.85,5493.63,5488.33,22011.67,22047.95,28336.19,28585.15,2501.93,2513.87,5974.08,5990.19,3390.34,3413.87,10363.65,10353.85,10400,10375
6701.26,6635.03,7505.03,7486.5,13217.54,13186.55,5494.13,5470.34,22008.45,21903.27,28438.85,28332.91,2496.63,2485.44,5975.28,5998.17,3416.81,3404.5,10323.05,10362.3,10371,10390
6556.77,6567.59,7486.5,7447.21,13133.28,12955.43,5455.4,5383.44,21739.78,21698.95,28202.38,28165.61,2480.63,2489.6,5995.85,6018.27,3407.57,3397.52,10343.8,10291.8,10344.5,10312
6563.89,6587.22,7447.21,7526.54,12953.41,12998.44,5374.89,5399.61,21707.62,21900.13,28302.89,28238.85,2492.5,2495.87,6025.43,5962.03,3396.9,3384.86,10295.35,10321.15,10294,10217
6598.43,6598.6,7526.54,7524.45,13013.19,12998.66,5394.8,5377.86,21805.17,21670,28154.97,28232.62,2490.49,2489.31,5952.08,5955.27,3388.25,3376.6,10207.7,10218.55,10223.5,10199
6586.83,6641.57,7524.45,7523.23,13003.14,13014.57,5386.81,5377.45,21696.65,21709.3,28305.88,28557.8,2490.05,2497.65,5950.03,5946.15,3380.7,3382.28,10184.85,10176.65,10200,10167.5
6605.07,6583.7,7523.04,7542.87,12990.1,13036.28,5368.29,5371,21448.52,21450.04,28159.09,28783.85,2473.06,2485.72,5910.53,5927.73,3370.17,3374.64,10146.55,10210.35,10192.5,10258
6624.22,6634.26,7542.87,7516.17,13043.03,13012.8,5383.81,5368.09,21363.05,21374.66,28711.76,28636.2,2482.91,2481.53,5929.2,5955.2,3381.79,3373.53,10210.85,10209.4,10251.5,10267.5
6623.66,6621.42,7516.17,7526.97,12995.06,12995.84,5361.37,5372.65,21336.12,21352.17,28697.49,28777.18,2484.37,2484.96,5947.33,5957.58,3372.04,3373.23,10234.45,10227.65,10261.5,10278
6624.01,6622.55,7526.97,7535.44,13003.7,13017.18,5362.88,5362.53,21255.56,21221.27,28692.8,28661.98,2480.05,2483.17,5949.7,5927.99,3378.47,3393.21,10230.85,10207.4,10281,10226
6605.8,6613.21,7535.44,7556.24,12991.87,12995.08,5351.74,5362.73,21235,21237.5,28476.43,28423.65,2473.62,2473.65,5924.12,5926.03,3390.52,3384.49,10167.45,10123.7,10211,10126
6591.51,6594.76,7556.24,7533.81,12982.89,12977.27,5360.81,5358.42,21155.18,20959.66,28459.03,28431.05,2474.76,2461.7,5926.2,5886.43,3386.1,3385.53,10096.4,10011.2,10126,9983.5
6603.55,6586.73,7533.81,7538.27,12970.68,12965.28,5362.41,5367.38,20954.72,20958.18,28389.57,28622.01,2458.16,2442.49,5882.79,5900.73,3388.28,3381.49,9984.8,10042.6,9988.5,10036
6495.96,6461.28,7372.76,7322.82,12828.86,12725.87,5329.81,5297.42,20356.28,20315.34,27554.3,27492.13,2394.47,2378.66,5900.85,5855.08,3348.94,3340.31,9788.6,9814.3,9803,9800.5
